         1, 1.33965e-17
     1.125, 1.33965e-17
      1.25, 1.33965e-17
     1.375, 1.33965e-17
       1.5, 1.33965e-17
     1.625, 1.33965e-17
      1.75, 1.33965e-17
     1.875, 1.33965e-17
         2, 1.33965e-17
     2.125, 1.33965e-17
      2.25, 1.33965e-17
     2.375, 1.33965e-17
       2.5, 1.33965e-17
     2.625, 1.33965e-17
      2.75, 1.33965e-17
     2.875, 1.33965e-17
         3, 1.33965e-17
     3.125, 1.33965e-17
      3.25, 1.33965e-17
     3.375, 1.33965e-17
       3.5, 1.33965e-17
     3.625, 1.33965e-17
      3.75, 1.33965e-17
     3.875, 1.33965e-17
         4, 1.33965e-17
     4.125, 1.33965e-17
      4.25, 1.33965e-17
     4.375, 1.33965e-17
       4.5, 1.33965e-17
     4.625, 1.33965e-17
      4.75, 1.33965e-17
     4.875, 1.33965e-17
         5, 1.33965e-17
     5.125, 1.33965e-17
      5.25, 1.33965e-17
     5.375, 1.33965e-17
       5.5, 1.33965e-17
     5.625, 1.33965e-17
      5.75, 1.33965e-17
     5.875, 1.33965e-17
         6, 1.33965e-17
     6.125, 1.33965e-17
      6.25, 1.33965e-17
     6.375, 1.33965e-17
       6.5, 1.33965e-17
     6.625, 1.33965e-17
      6.75, 1.33965e-17
     6.875, 1.33965e-17
         7, 1.33965e-17
     7.125, 1.33965e-17
      7.25, 1.33965e-17
     7.375, 1.33965e-17
       7.5, 1.33965e-17
     7.625, 1.33965e-17
      7.75, 1.33965e-17
     7.875, 1.33965e-17
         8, 1.33965e-17
     8.125, 1.33965e-17
      8.25, 1.33965e-17
     8.375, 1.33965e-17
       8.5, 1.33965e-17
     8.625, 1.33965e-17
      8.75, 1.33965e-17
     8.875, 1.33965e-17
         9, 1.33965e-17
     9.125, 1.33965e-17
      9.25, 1.33965e-17
     9.375, 1.33965e-17
       9.5, 1.33965e-17
     9.625, 1.33965e-17
      9.75, 1.33965e-17
     9.875, 1.33965e-17
        10, 1.33965e-17
    10.125, 1.33965e-17
     10.25, 1.33965e-17
    10.375, 1.33965e-17
      10.5, 1.33965e-17
    10.625, 1.33965e-17
     10.75, 1.33965e-17
    10.875, 1.33965e-17
        11, 1.33965e-17
    11.125, 1.33965e-17
     11.25, 1.33965e-17
    11.375, 1.33965e-17
      11.5, 1.33965e-17
    11.625, 1.33965e-17
     11.75, 1.33965e-17
    11.875, 1.33965e-17
        12, 1.33965e-17
    12.125, 1.33965e-17
     12.25, 1.33965e-17
    12.375, 1.33965e-17
      12.5, 1.33965e-17
    12.625, 1.33965e-17
     12.75, 1.33965e-17
    12.875, 1.33965e-17
        13, 1.33965e-17
    13.125, 1.33965e-17
     13.25, 1.33965e-17
    13.375, 1.33965e-17
      13.5, 1.33965e-17
    13.625, 1.33965e-17
     13.75, 1.33965e-17
    13.875, 1.33965e-17
        14, 1.33965e-17
    14.125, 1.33965e-17
     14.25, 1.33965e-17
    14.375, 1.33965e-17
      14.5, 1.33965e-17
    14.625, 1.33965e-17
     14.75, 1.33965e-17
    14.875, 1.33965e-17
        15, 1.33965e-17
    15.125, 1.33965e-17
     15.25, 1.33965e-17
    15.375, 1.33965e-17
      15.5, 1.33965e-17
    15.625, 1.33965e-17
     15.75, 1.33965e-17
    15.875, 1.33965e-17
        16, 1.33965e-17
    16.125, 1.33965e-17
     16.25, 1.33965e-17
    16.375, 1.33965e-17
      16.5, 1.33965e-17
    16.625, 1.33965e-17
     16.75, 1.33965e-17
    16.875, 1.33965e-17
        17, 1.33965e-17
    17.125, 1.33965e-17
     17.25, 1.33965e-17
    17.375, 1.33965e-17
      17.5, 1.33965e-17
    17.625, 1.33965e-17
     17.75, 1.33965e-17
    17.875, 1.33965e-17
        18, 1.33965e-17
    18.125, 1.33965e-17
     18.25, 1.33965e-17
    18.375, 1.33965e-17
      18.5, 1.33965e-17
    18.625, 1.33965e-17
     18.75, 1.33965e-17
    18.875, 1.33965e-17
        19, 1.33965e-17
    19.125, 1.33965e-17
     19.25, 1.33965e-17
    19.375, 1.33965e-17
      19.5, 1.33965e-17
    19.625, 1.33965e-17
     19.75, 1.33965e-17
    19.875, 1.33965e-17
        20, 1.33965e-17
